FULL_ADDRESS,STREET,CITY,ZIP,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"1607 MARION ST NW, WASHINGTON DC, 20001","1607 MARION ST NW"," WASHINGTON DC"," 20001",38.911468,-77.02078,1,rooftop,"1607 Marion St NW",,"Washington, DC 20001",1607,"Marion St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"3446 OAKWOOD TER NW, WASHINGTON DC, 20010","3446 OAKWOOD TER NW"," WASHINGTON DC"," 20010",38.935504,-77.038371,1,rooftop,"3446 Oakwood Ter NW",,"Washington, DC 20010",3446,"Oakwood Ter NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"1820 ONTARIO PL NW, WASHINGTON DC, 20009","1820 ONTARIO PL NW"," WASHINGTON DC"," 20009",38.925142,-77.042575,1,rooftop,"1820 Ontario Pl NW",,"Washington, DC 20009",1820,"Ontario Pl NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"24 53RD ST SE, WASHINGTON DC, 20019","24 53RD ST SE"," WASHINGTON DC"," 20019",38.888811,-76.925599,1,rooftop,"24 53rd St SE",,"Washington, DC 20019",24,"53rd St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"5216 KANSAS AVE NW, WASHINGTON DC, 20011","5216 KANSAS AVE NW"," WASHINGTON DC"," 20011",38.954118,-77.017179,1,rooftop,"5216 Kansas Ave NW",,"Washington, DC 20011",5216,"Kansas Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2515 K ST NW, WASHINGTON DC, 20037","2515 K ST NW"," WASHINGTON DC"," 20037",38.902888,-77.05388,1,rooftop,"2515 K St NW",,"Washington, DC 20037",2515,"K St NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
"6125 8TH ST NW, WASHINGTON DC, 20011","6125 8TH ST NW"," WASHINGTON DC"," 20011",38.964425,-77.023983,1,rooftop,"6125 8th St NW",,"Washington, DC 20011",6125,"8th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1623 GALES ST NE, WASHINGTON DC, 20002","1623 GALES ST NE"," WASHINGTON DC"," 20002",38.898218,-76.981027,1,rooftop,"1623 Gales St NE",,"Washington, DC 20002",1623,"Gales St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"4039 1ST ST SW, WASHINGTON DC, 20032","4039 1ST ST SW"," WASHINGTON DC"," 20032",38.830968,-77.012144,1,rooftop,"4039 1st St SW",,"Washington, DC 20032",4039,"1st St SW",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"1407 ORREN ST NE, WASHINGTON DC, 20002","1407 ORREN ST NE"," WASHINGTON DC"," 20002",38.904172,-76.984381,1,rooftop,"1407 Orren St NE",,"Washington, DC 20002",1407,"Orren St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"5202 12TH ST NE, WASHINGTON DC, 20011","5202 12TH ST NE"," WASHINGTON DC"," 20011",38.955051,-76.990325,1,rooftop,"5202 12th St NE",,"Washington, DC 20011",5202,"12th St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"5407 CHILLUM PL NE, WASHINGTON DC, 20011","5407 CHILLUM PL NE"," WASHINGTON DC"," 20011",38.956655,-76.998062,1,rooftop,"5407 Chillum Pl NE",,"Washington, DC 20011",5407,"Chillum Pl NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2707 SOUTH DAKOTA AVE NE, WASHINGTON DC, 20018","2707 SOUTH DAKOTA AVE NE"," WASHINGTON DC"," 20018",38.926577,-76.966282,1,rooftop,"2707 S Dakota Ave NE",,"Washington, DC 20018",2707,"S Dakota Ave NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"2824 NORTHAMPTON ST NW, WASHINGTON DC, 20015","2824 NORTHAMPTON ST NW"," WASHINGTON DC"," 20015",38.966418,-77.057678,1,rooftop,"2824 Northampton St NW",,"Washington, DC 20015",2824,"Northampton St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"3111 P ST SE, WASHINGTON DC, 20020","3111 P ST SE"," WASHINGTON DC"," 20020",38.871408,-76.961683,1,rooftop,"3111 P St SE",,"Washington, DC 20020",3111,"P St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"1358 QUINCY ST NW, WASHINGTON DC, 20011","1358 QUINCY ST NW"," WASHINGTON DC"," 20011",38.937414,-77.03175,1,rooftop,"1358 Quincy St NW",,"Washington, DC 20011",1358,"Quincy St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3309 7TH ST SE, WASHINGTON DC, 20032","3309 7TH ST SE"," WASHINGTON DC"," 20032",38.841637,-76.996632,1,rooftop,"3309 7th St SE",,"Washington, DC 20032",3309,"7th St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"3101 WISCONSIN AVE NW, WASHINGTON DC, 20016","3101 WISCONSIN AVE NW"," WASHINGTON DC"," 20016",38.93059,-77.070831,1,rooftop,"3101 Wisconsin Ave NW",,"Washington, DC 20016",3101,"Wisconsin Ave NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"3454 21ST ST SE, WASHINGTON DC, 20020","3454 21ST ST SE"," WASHINGTON DC"," 20020",38.8454,-76.973745,1,rooftop,"3454 21st St SE",,"Washington, DC 20020",3454,"21st St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"31 ADAMS ST NW, WASHINGTON DC, 20001","31 ADAMS ST NW"," WASHINGTON DC"," 20001",38.920454,-77.010237,1,rooftop,"31 Adams St NW",,"Washington, DC 20001",31,"Adams St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"2301 NICHOLSON ST SE, WASHINGTON DC, 20020","2301 NICHOLSON ST SE"," WASHINGTON DC"," 20020",38.873268,-76.973475,1,rooftop,"2301 Nicholson St SE",,"Washington, DC 20020",2301,"Nicholson St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"4213 13TH PL NE, WASHINGTON DC, 20017","4213 13TH PL NE"," WASHINGTON DC"," 20017",38.941169,-76.986875,1,rooftop,"4213 13th Pl NE",,"Washington, DC 20017",4213,"13th Pl NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"204 WEBSTER ST NE, WASHINGTON DC, 20011","204 WEBSTER ST NE"," WASHINGTON DC"," 20011",38.943845,-77.003553,1,rooftop,"204 Webster St NE",,"Washington, DC 20011",204,"Webster St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"514 ARCHIBALD WALK SE, WASHINGTON DC, 20003","514 ARCHIBALD WALK SE"," WASHINGTON DC"," 20003",38.882305,-76.996935,1,rooftop,"514 Archibald Walk SE",,"Washington, DC 20003",514,"Archibald Walk SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"3578 13TH ST NW, WASHINGTON DC, 20010","3578 13TH ST NW"," WASHINGTON DC"," 20010",38.934349,-77.02999,1,rooftop,"3578 13th St NW",,"Washington, DC 20010",3578,"13th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"1416 18TH PL SE, WASHINGTON DC, 20020","1416 18TH PL SE"," WASHINGTON DC"," 20020",38.872784,-76.978041,1,rooftop,"1416 18th Pl SE",,"Washington, DC 20020",1416,"18th Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"2832 6TH ST NE, WASHINGTON DC, 20017","2832 6TH ST NE"," WASHINGTON DC"," 20017",38.926508,-76.998703,1,rooftop,"2832 6th St NE",,"Washington, DC 20017",2832,"6th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"327 35TH ST NE, WASHINGTON DC, 20019","327 35TH ST NE"," WASHINGTON DC"," 20019",38.894303,-76.955476,1,rooftop,"327 35th St NE",,"Washington, DC 20019",327,"35th St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"2208 LAWRENCE ST NE, WASHINGTON DC, 20018","2208 LAWRENCE ST NE"," WASHINGTON DC"," 20018",38.932313,-76.973537,1,rooftop,"2208 Lawrence St NE",,"Washington, DC 20018",2208,"Lawrence St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"4832 BRANDYWINE ST NW, WASHINGTON DC, 20016","4832 BRANDYWINE ST NW"," WASHINGTON DC"," 20016",38.949511,-77.09598,1,rooftop,"4832 Brandywine St NW",,"Washington, DC 20016",4832,"Brandywine St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"117 ROCK CREEK CHURCH RD NW, WASHINGTON DC, 20011","117 ROCK CREEK CHURCH RD NW"," WASHINGTON DC"," 20011",38.942823,-77.012933,1,rooftop,"117 Rock Creek Church Rd NW",,"Washington, DC 20011",117,"Rock Creek Church Rd NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1142 BUCHANAN ST NW, WASHINGTON DC, 20011","1142 BUCHANAN ST NW"," WASHINGTON DC"," 20011",38.945959,-77.028431,1,rooftop,"1142 Buchanan St NW",,"Washington, DC 20011",1142,"Buchanan St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"817 46TH ST NE, WASHINGTON DC, 20019","817 46TH ST NE"," WASHINGTON DC"," 20019",38.900663,-76.936587,1,range_interpolation,"817 46th St NE",,"Washington, DC 20019",817,"46th St NE",,,Washington,DC,"District of Columbia",20019,US,"TIGER/Line® from the US Census Bureau"
"30 LONGFELLOW ST NE, WASHINGTON DC, 20011","30 LONGFELLOW ST NE"," WASHINGTON DC"," 20011",38.957888,-77.007274,1,rooftop,"30 Longfellow St NE",,"Washington, DC 20011",30,"Longfellow St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2417 SKYLAND PL SE, WASHINGTON DC, 20020","2417 SKYLAND PL SE"," WASHINGTON DC"," 20020",38.859625,-76.972165,1,rooftop,"2417 Skyland Pl SE",,"Washington, DC 20020",2417,"Skyland Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"2845 MONROE ST NE, WASHINGTON DC, 20018","2845 MONROE ST NE"," WASHINGTON DC"," 20018",38.932697,-76.966531,1,rooftop,"2845 Monroe St NE",,"Washington, DC 20018",2845,"Monroe St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"1302 GALLATIN ST NW, WASHINGTON DC, 20011","1302 GALLATIN ST NW"," WASHINGTON DC"," 20011",38.951661,-77.030167,1,rooftop,"1302 Gallatin St NW",,"Washington, DC 20011",1302,"Gallatin St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3205 15TH ST NE, WASHINGTON DC, 20017","3205 15TH ST NE"," WASHINGTON DC"," 20017",38.930225,-76.983979,1,rooftop,"3205 15th St NE",,"Washington, DC 20017",3205,"15th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"1356 RANDOLPH ST NW, WASHINGTON DC, 20011","1356 RANDOLPH ST NW"," WASHINGTON DC"," 20011",38.938485,-77.031624,1,rooftop,"1356 Randolph St NW",,"Washington, DC 20011",1356,"Randolph St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1314 BRANCH AVE SE, WASHINGTON DC, 20020","1314 BRANCH AVE SE"," WASHINGTON DC"," 20020",38.873509,-76.960623,1,rooftop,"1314 Branch Ave SE",,"Washington, DC 20020",1314,"Branch Ave SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"4559 BENNING RD SE, WASHINGTON DC, 20019","4559 BENNING RD SE"," WASHINGTON DC"," 20019",38.887174,-76.936706,1,rooftop,"4559 Benning Rd SE",,"Washington, DC 20019",4559,"Benning Rd SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1644 W ST SE, WASHINGTON DC, 20020","1644 W ST SE"," WASHINGTON DC"," 20020",38.863522,-76.981104,1,rooftop,"1644 W St SE",,"Washington, DC 20020",1644,"W St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"694 OGLETHORPE ST NE, WASHINGTON DC, 20011","694 OGLETHORPE ST NE"," WASHINGTON DC"," 20011",38.960302,-76.99698,1,rooftop,"694 Oglethorpe St NE",,"Washington, DC 20011",694,"Oglethorpe St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2744 KNOX TER SE, WASHINGTON DC, 20020","2744 KNOX TER SE"," WASHINGTON DC"," 20020",38.851886,-76.966865,1,rooftop,"2744 Knox Ter SE",,"Washington, DC 20020",2744,"Knox Ter SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"5917 4TH ST NW, WASHINGTON DC, 20011","5917 4TH ST NW"," WASHINGTON DC"," 20011",38.962092,-77.017789,1,rooftop,"5917 4th St NW",,"Washington, DC 20011",5917,"4th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1431 SWANN ST NW, WASHINGTON DC, 20009","1431 SWANN ST NW"," WASHINGTON DC"," 20009",38.915007,-77.033212,1,rooftop,"1431 Swann St NW",,"Washington, DC 20009",1431,"Swann St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"305 37TH ST SE, WASHINGTON DC, 20019","305 37TH ST SE"," WASHINGTON DC"," 20019",38.885426,-76.953339,1,rooftop,"305 37th St SE",,"Washington, DC 20019",305,"37th St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"717 FERN PL NW, WASHINGTON DC, 20012","717 FERN PL NW"," WASHINGTON DC"," 20012",38.978502,-77.023295,1,rooftop,"717 Fern Pl NW",,"Washington, DC 20012",717,"Fern Pl NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"4305 WHEELER RD SE, WASHINGTON DC, 20032","4305 WHEELER RD SE"," WASHINGTON DC"," 20032",38.832273,-76.988538,1,rooftop,"4305 Wheeler Rd SE",,"Washington, DC 20032",4305,"Wheeler Rd SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"5040 NEW HAMPSHIRE AVE NW, WASHINGTON DC, 20011","5040 NEW HAMPSHIRE AVE NW"," WASHINGTON DC"," 20011",38.952106,-77.013045,1,rooftop,"5040 New Hampshire Ave NW",,"Washington, DC 20011",5040,"New Hampshire Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3921 BURNS CT SE, WASHINGTON DC, 20019","3921 BURNS CT SE"," WASHINGTON DC"," 20019",38.887972,-76.950346,1,rooftop,"3921 Burns Ct SE",,"Washington, DC 20019",3921,"Burns Ct SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"5503 33RD ST NW, WASHINGTON DC, 20015","5503 33RD ST NW"," WASHINGTON DC"," 20015",38.963325,-77.066143,1,rooftop,"5503 33rd St NW",,"Washington, DC 20015",5503,"33rd St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"2430 BALDWIN CRES NE","2430 BALDWIN CRES NE",,,38.922443,-76.955705,1,rooftop,"2430 Baldwin Cres NE",,"Washington, DC 20018",2430,"Baldwin Cres NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"2904 20TH ST NE, WASHINGTON DC, 20018","2904 20TH ST NE"," WASHINGTON DC"," 20018",38.927067,-76.976517,1,rooftop,"2904 20th St NE",,"Washington, DC 20018",2904,"20th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"508 FOXHALL PL SE, WASHINGTON DC, 20032","508 FOXHALL PL SE"," WASHINGTON DC"," 20032",38.833365,-76.998722,1,rooftop,"508 Foxhall Pl SE",,"Washington, DC 20032",508,"Foxhall Pl SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"1242 C ST NE, WASHINGTON DC, 20002","1242 C ST NE"," WASHINGTON DC"," 20002",38.893744,-76.988728,1,rooftop,"1242 C St NE",,"Washington, DC 20002",1242,"C St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"301 37TH ST SE, WASHINGTON DC, 20019","301 37TH ST SE"," WASHINGTON DC"," 20019",38.885668,-76.953347,1,rooftop,"301 37th St SE",,"Washington, DC 20019",301,"37th St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"5151 SHERIFF RD NE, WASHINGTON DC, 20019","5151 SHERIFF RD NE"," WASHINGTON DC"," 20019",38.903347,-76.925934,1,rooftop,"5151 Sheriff Rd NE",,"Washington, DC 20019",5151,"Sheriff Rd NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1372 EAST CAPITOL ST NE, WASHINGTON DC, 20003","1372 EAST CAPITOL ST NE"," WASHINGTON DC"," 20003",38.890106,-76.986037,1,rooftop,"1372 E Capitol St NE",,"Washington, DC 20003",1372,"E Capitol St NE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"5012 AMES ST NE, WASHINGTON DC, 20019","5012 AMES ST NE"," WASHINGTON DC"," 20019",38.890996,-76.929379,1,rooftop,"5012 Ames St NE",,"Washington, DC 20019",5012,"Ames St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"228 9TH ST SE, WASHINGTON DC, 20003","228 9TH ST SE"," WASHINGTON DC"," 20003",38.886665,-76.9935,1,rooftop,"228 9th St SE",,"Washington, DC 20003",228,"9th St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"751 OGLETHORPE ST NE, WASHINGTON DC, 20011","751 OGLETHORPE ST NE"," WASHINGTON DC"," 20011",38.959093,-76.996029,1,rooftop,"751 Oglethorpe St NE",,"Washington, DC 20011",751,"Oglethorpe St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3927 SOUTH DAKOTA AVE NE, WASHINGTON DC, 20018","3927 SOUTH DAKOTA AVE NE"," WASHINGTON DC"," 20018",38.937589,-76.977775,1,rooftop,"3927 S Dakota Ave NE",,"Washington, DC 20018",3927,"S Dakota Ave NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"5012 BASS PL SE, WASHINGTON DC, 20019","5012 BASS PL SE"," WASHINGTON DC"," 20019",38.886057,-76.929633,1,rooftop,"5012 Bass Pl SE",,"Washington, DC 20019",5012,"Bass Pl SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"5151 SHERIFF RD NE, WASHINGTON DC, 20019","5151 SHERIFF RD NE"," WASHINGTON DC"," 20019",38.903347,-76.925934,1,rooftop,"5151 Sheriff Rd NE",,"Washington, DC 20019",5151,"Sheriff Rd NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"101 41ST ST NE, WASHINGTON DC, 20019","101 41ST ST NE"," WASHINGTON DC"," 20019",38.891443,-76.944321,1,rooftop,"101 41st St NE",,"Washington, DC 20019",101,"41st St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4346 H ST SE, WASHINGTON DC, 20019","4346 H ST SE"," WASHINGTON DC"," 20019",38.878889,-76.939512,1,rooftop,"4346 H St SE",,"Washington, DC 20019",4346,"H St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"249 55TH ST NE, WASHINGTON DC, 20019","249 55TH ST NE"," WASHINGTON DC"," 20019",38.892573,-76.922108,1,rooftop,"249 55th St NE",,"Washington, DC 20019",249,"55th St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4508 14TH ST NW, WASHINGTON DC, 20011","4508 14TH ST NW"," WASHINGTON DC"," 20011",38.945501,-77.033029,1,rooftop,"4508 14th St NW",,"Washington, DC 20011",4508,"14th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1148 NEAL ST NE, WASHINGTON DC, 20002","1148 NEAL ST NE"," WASHINGTON DC"," 20002",38.905146,-76.98978,1,rooftop,"1148 Neal St NE",,"Washington, DC 20002",1148,"Neal St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"5613 3RD ST NW, WASHINGTON DC, 20011","5613 3RD ST NW"," WASHINGTON DC"," 20011",38.958121,-77.015927,1,rooftop,"5613 3rd St NW",,"Washington, DC 20011",5613,"3rd St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"40 54TH ST SE, WASHINGTON DC, 20019","40 54TH ST SE"," WASHINGTON DC"," 20019",38.888594,-76.923416,1,rooftop,"40 54th St SE",,"Washington, DC 20019",40,"54th St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4010 9TH ST SE, WASHINGTON DC, 20032","4010 9TH ST SE"," WASHINGTON DC"," 20032",38.832254,-76.990382,1,rooftop,"4010 9th St SE",,"Washington, DC 20032",4010,"9th St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"421 9TH ST SE, WASHINGTON DC, 20003","421 9TH ST SE"," WASHINGTON DC"," 20003",38.882933,-76.99401,1,rooftop,"421 9th St SE",,"Washington, DC 20003",421,"9th St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"6939 GEORGIA AVE NW, WASHINGTON DC, 20012","6939 GEORGIA AVE NW"," WASHINGTON DC"," 20012",38.974944,-77.026487,1,rooftop,"6939 Georgia Ave NW",,"Washington, DC 20012",6939,"Georgia Ave NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"3940 MORRISON ST NW, WASHINGTON DC, 20015","3940 MORRISON ST NW"," WASHINGTON DC"," 20015",38.963785,-77.079634,1,rooftop,"3940 Morrison St NW",,"Washington, DC 20015",3940,"Morrison St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"1315 5TH ST NW, WASHINGTON DC, 20001","1315 5TH ST NW"," WASHINGTON DC"," 20001",38.907471,-77.018258,1,rooftop,"1315 5th St NW",,"Washington, DC 20001",1315,"5th St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"1640 COLUMBIA RD NW, WASHINGTON DC, 20009","1640 COLUMBIA RD NW"," WASHINGTON DC"," 20009",38.92528,-77.038127,1,rooftop,"1640 Columbia Rd NW",,"Washington, DC 20009",1640,"Columbia Rd NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
